sender_account,receiver_account,is_fraud,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,amount_ngn,txn_hour,is_weekend,is_salary_week,is_night_txn,device_seen_count,is_device_shared,ip_seen_count,is_ip_shared,user_txn_count_total,user_avg_txn_amt,user_std_txn_amt,user_txn_frequency_24h,txn_count_last_1h,txn_count_last_24h,total_amount_last_1h,time_since_last,avg_gap_between_txns,merchant_fraud_rate,channel_risk_score,persona_fraud_risk,location_fraud_risk
8297507320,4501501143,0,2189.4107861969446,-0.02,20,0.18,10078.01,15,0,0,0,1,0,311,1,5,85453.34000000001,88776.26135938537,3,3,3,256360.02,137068.95201318333,46133.104612827774,0.0365858491388534,0.8,0.5,0.0359082246367844
9116158899,9960543179,0,7319.494331392778,-0.39,3,0.27,9788523.28,9,0,0,0,4,1,21,1,6,2746952.2,4090303.3120312192,6,6,6,16481713.2,94987.07947193334,74747.73220281665,0.0358916158320329,0.3,0.7,0.0363605356296483
9759963699,3024326745,0,-4243.675934444167,0.1,20,0.56,126949.89,14,0,1,0,1,0,3,1,4,126949.89,0.0,1,1,1,126949.89,0.0,0.0,0.0358559983721212,0.6,0.7,0.0358924907673368
5386843267,1412010883,0,5102.376676236945,-0.69,16,0.94,72057.12,15,1,0,0,2,1,8,1,5,20771.788,28856.122092542508,5,5,5,103858.94,187315.9718276,86088.52854227,0.0361464764324185,0.3,0.5,0.0359438924605493
7711501283,5762173960,0,-52.78966758666667,0.68,7,0.22,6282180.66,11,0,0,0,4,1,37,1,6,1434891.342,2717801.875208101,5,5,5,7174456.71,158449.56495736667,83767.59843574333,0.0364343030700823,0.8,0.7,0.0364990649154678
7582345158,9150490333,0,3574.1310783977774,-1.29,3,0.56,3954.88,16,1,0,0,1,0,3,1,8,93801.53571428572,135858.51932058486,7,7,7,656610.75,164347.75318196666,55311.41015749524,0.0358783688551546,0.4,0.5,0.0359164514600729
6664576262,4728687924,0,1342.5123634552776,-0.92,3,0.16,419730.27,7,1,0,0,1,0,26,1,7,382827.172,455921.8422948782,5,5,5,1914135.86,110455.19180731666,41391.42775274334,0.0367182009838369,0.3,0.7,0.0361938416543218
4661640312,9070020960,0,2047.061515964722,1.46,9,0.45,101594.43,10,0,1,0,1,0,6,1,7,134715.5857142857,260831.10947233276,7,7,7,943009.1,42113.88618728333,56434.51589700952,0.0362653927229761,0.4,0.5,0.0359322967648635
2089504386,8553676688,0,376.7638473425,-0.21,13,0.29,1054555.51,16,0,1,0,4,1,4,1,9,1053534.8139999998,1045655.3711453228,5,5,5,5267674.069999999,44951.54750721667,43421.12124647,0.0334746266291645,0.4,0.4,0.0357621371267885
9729119842,8220889800,0,1749.9048555883332,0.17,16,0.21,545485.47,12,0,0,0,2,1,3,1,7,849359.6259999999,676121.2242481963,5,5,5,4246798.13,104870.65800196669,78026.61083711,0.0358521850666938,0.4,0.7,0.0360193874394142
8762533253,3936453230,0,4421.049012688889,0.04,17,0.42,72132.05,14,0,0,0,1,0,35,1,9,507816.12,556437.3066650885,7,7,7,3554712.84,6460.756855416666,67387.82485970714,0.035497552533258,0.6,0.4,0.0360035084625415
2074031943,5732215158,0,-3403.714460683056,-1.89,7,0.49,826668.16,23,0,0,0,1,0,22,1,8,633892.7033333333,239547.19058422925,3,3,3,1901678.11,52294.92952611667,41193.801567938885,0.0377320822519465,0.8,0.4,0.0366012634956713
8178591603,3483955616,0,58.966053915833335,0.98,5,0.83,851868.61,10,0,0,0,3,1,8,1,3,341748.7266666666,443596.9189895802,3,3,3,1025246.18,1121.8465682833337,110294.75991088332,0.036651769042657,0.3,0.7,0.0355467151171496
7196657931,4672718089,0,4628.721089442222,0.41,18,0.46,1533872.92,11,0,0,0,2,1,288,1,6,801586.6333333333,568118.7754760148,6,6,6,4809519.8,165579.92708791667,49925.85237918612,0.0361129716454565,0.8,0.7,0.0359793439522874
6822156815,9128691332,0,1030.1702188019444,-0.96,13,0.69,1953942.9,2,0,0,0,1,0,306,1,2,2126235.385,243658.36898196305,2,2,2,4252470.77,36162.42979478333,18081.214897391663,0.0353260869565217,0.6,0.7,0.0355816154460341
2526309982,2104274984,0,3445.4168160152776,1.88,6,0.81,13127.47,9,0,0,0,2,1,28,1,9,73183.26666666668,75407.36506427597,6,6,6,439099.6,113118.65517011666,65480.51030852223,0.0348430731818527,0.4,0.5,0.0355033074319942
1107808484,6489576306,0,2859.573228485278,0.33,12,0.02,132977.16,14,0,0,0,2,1,3,1,7,200362.3157142857,251049.53124566367,7,7,7,1402536.21,44620.36470343333,38448.70442777143,0.0358851674641148,0.4,0.5,0.0327455919395466
7119106269,2687256601,0,-5528.099200297223,-1.53,9,0.63,422762.3,17,1,1,0,2,1,49,1,5,422762.3,0.0,1,1,1,422762.3,0.0,0.0,0.0353818559426036,0.6,0.4,0.035868086033921
3342798786,7785982748,0,6170.063925508056,0.95,4,0.97,1652262.71,14,0,0,0,1,0,9,1,10,691817.5869999999,923384.2843144456,10,10,10,6918175.869999999,51580.49370238333,42795.15677008333,0.0361509786220068,0.3,0.4,0.036253313516081
2842774523,8121270062,0,-2193.802562839722,-0.56,14,0.1,562493.08,16,1,0,0,1,0,43,1,9,253030.67,283946.1061745772,3,3,3,759092.01,25894.63146073333,14812.477276055555,0.036203645505971,0.4,0.5,0.0362980300370587
3935745343,6421846252,0,-2006.985110582778,-0.26,8,0.14,2390556.96,9,0,1,0,2,1,5,1,5,1269669.045,1585174.891293101,2,2,2,2539338.09,42794.51863051667,21397.259315258336,0.0349554489376285,0.6,0.7,0.0364693186834747
8885952294,9374845124,0,-2209.5835576463887,1.0,4,0.2,72982.06,11,0,0,0,4,1,5,1,7,499373.32666666666,1064543.6373939733,6,6,6,2996239.96,67651.8758333,59219.38812279722,0.0358238958406992,0.6,0.4,0.0358284940080561
6343878544,3096817558,0,1310.7053139619445,-1.17,20,0.27,2393.49,6,1,0,0,1,0,21,1,10,96193.191,99370.73441024648,10,10,10,961931.91,13998.415401483331,48918.90144564167,0.0358686536352493,0.6,0.5,0.0361677025105629
8155729226,7436410745,0,5354.0018657375,-0.59,3,0.07,400460.94,1,0,1,0,1,0,17,1,9,917598.387777778,857442.9519514957,9,9,9,8258385.49,131316.40332831666,52092.10599572407,0.0366056841526342,0.3,0.4,0.0358037943022621
5989926666,6609297416,0,-6334.512782687778,-0.22,14,0.33,576982.08,14,0,0,0,2,1,31,1,5,576982.08,0.0,1,1,1,576982.08,0.0,0.0,0.0361309932346308,0.8,0.7,0.0355957973738978
5618538938,7182789578,0,2989.838878864167,-1.48,14,0.66,24039.54,20,0,0,0,1,0,33,1,7,380247.458,405914.3505757732,5,5,5,1901237.29,43522.77858971667,73253.12528404333,0.0363738370190284,0.8,0.4,0.0362804901800391
5125160431,9537186882,0,5272.2790065594445,0.35,10,0.45,1000.0,10,0,0,0,1,0,9,1,6,542674.5883333333,818755.396495328,6,6,6,3256047.53,126628.17521255,48150.85117670555,0.0352277802590442,0.4,0.4,0.0359572867837402
9723890898,8238368522,0,1293.3591860091665,-0.89,4,0.6,418587.21,4,0,0,0,1,0,324,1,7,290970.7,180476.9992247217,2,2,2,581941.4,73000.76782721667,36500.38391360833,0.0362371307849477,0.6,0.4,0.0358870203597353
9225692193,5870208734,0,3726.0428453655554,1.38,11,0.36,208713.07,14,0,0,0,2,1,281,1,6,162030.73666666666,198083.23732058483,6,6,6,972184.42,54596.93987718333,49689.84387336666,0.0357986679768533,0.3,0.4,0.0364164296061013
6615887800,9583956200,0,2569.7184822513887,-0.39,4,0.83,210080.85,13,0,0,0,1,0,14,1,6,524329.0375,791151.7805969238,4,4,4,2097316.15,27133.967022816665,41852.82723377083,0.0359500875208565,0.4,0.7,0.0355447056793563
5651591726,9787207192,0,4093.005861160833,-0.26,20,0.09,34887.92,13,0,0,0,2,1,16,1,7,552702.854,482933.72861158586,5,5,5,2763514.27,116944.57829091667,79443.06254111,0.0361391177371402,0.4,0.4,0.0359950207275787
5859875982,9532688183,0,3390.9923956658336,-0.25,3,0.52,4158.8,16,0,1,0,2,1,2,1,8,100041.97000000002,204905.8436600975,6,6,6,600251.8200000001,115202.37697973334,42467.98362264722,0.0362652595805571,0.4,0.5,0.0355318841170994
3066797608,7790281151,0,-1887.238457521389,-0.49,3,0.5,669529.19,23,0,0,0,2,1,2,1,9,328717.6475,443674.862458032,8,8,8,2629741.18,43347.030712650005,41455.708342506245,0.0368960468521229,0.3,0.4,0.0366188080765737
7035878053,4687018313,0,-2216.150151624722,-0.55,1,0.68,93616.89,22,0,1,0,2,1,287,1,4,84587.905,12768.913041463242,2,2,2,169175.81,79924.95524486667,39962.47762243333,0.0362214535845489,0.8,0.7,0.0360082089396188
5971938340,2699761247,0,2055.884097925556,-0.46,20,0.62,242406.26,16,0,1,0,3,1,7,1,5,287999.8975,345309.9194941998,4,4,4,1151999.59,126678.87920886668,66802.54849110833,0.0350361429114931,0.4,0.5,0.036064146288368
5330235037,4493206281,0,-4293.958741361945,-1.5,15,0.21,500.0,13,1,1,0,1,0,20,1,5,6362.29,8290.530024564172,2,2,2,12724.58,159940.49300664998,79970.24650332499,0.0364580737136989,0.3,0.5,0.0361705671691513
1967467937,9688993476,0,-331.61390087944443,-0.0,11,0.37,161760.98,14,0,0,0,1,0,292,1,7,81858.99,112998.47791859944,2,2,2,163717.98,34783.649672683336,17391.824836341668,0.0365228249074665,0.4,0.5,0.0371356737126361
1162780969,9620714874,0,-3651.528405853333,-0.76,20,0.76,6758486.64,13,1,0,0,3,1,14,1,8,2475232.195,2866726.559278125,4,4,4,9900928.78,68932.09255470001,40366.1880083375,0.0389177168272794,0.4,0.7,0.0360539703605397
2982844155,2767707048,0,2730.7593228533333,0.56,16,0.85,175452.19,17,0,0,0,1,0,319,1,6,123939.518,108541.03153376408,5,5,5,619697.59,47833.7710183,56453.02393983667,0.036261758216235,0.6,0.5,0.0358863901869158
6357673445,7719448529,0,4631.331717826389,-0.94,1,0.91,2869.1,20,0,1,0,1,0,39,1,9,178719.20375000002,309345.57804540964,8,8,8,1429753.63,4203.5787912,53392.598750712496,0.0360139414004526,0.6,0.5,0.0361420741212558
5437803452,5823943030,0,-55.87341396333333,-0.23,2,0.2,13525.57,10,0,1,0,1,0,3,1,10,196735.106,353199.91948408994,5,5,5,983675.53,5620.7607038333335,34931.66944678667,0.0360854414523684,0.4,0.5,0.036084463893189
9354947877,4667905826,0,-1149.647808021389,-1.26,16,0.41,2872444.55,7,0,1,0,1,0,14,1,4,1185381.4366666663,1485494.081770071,3,3,3,3556144.31,182626.1598439,67025.88940429999,0.0354366286569676,0.3,0.4,0.0359030784833457
6544505533,1553299394,0,1113.0044084183337,0.6,9,0.57,70897.67,17,0,1,0,1,0,283,1,8,300820.5975,446900.83978091046,8,8,8,2406564.78,33348.32862295,48419.90131488958,0.0360485718550632,0.4,0.7,0.0363733627285695
2227431648,9202992772,0,-3309.7287257413886,-1.47,16,0.41,4742317.37,10,0,0,0,2,1,41,1,4,4742317.37,0.0,1,1,1,4742317.37,0.0,0.0,0.0372776051962722,0.3,0.7,0.0369385040417476
1555061334,2779111245,0,1765.9137859297225,-0.68,2,0.1,20196.19,12,1,1,0,1,0,6,1,10,117361.95333333335,164359.37591649962,3,3,3,352085.86000000004,44648.570025366666,39285.18682970556,0.0372771474878444,0.4,0.4,0.0350560639257636
2167245731,7139337079,0,-133.22456302666666,0.47,17,0.17,3174334.0,11,0,0,0,1,0,318,1,12,1053695.61,1384224.819569406,8,8,8,8429564.879999999,21415.4035999,49339.2641963,0.0362622036262203,0.8,0.7,0.0373513646725402
2289037718,4134617640,0,-3451.873676936667,0.05,14,0.36,296115.89,14,0,0,0,1,0,3,1,4,296115.89,0.0,1,1,1,296115.89,0.0,0.0,0.0383360522022838,0.8,0.5,0.0365016008236837
1809097162,7217593158,0,-298.50234052944444,0.14,4,0.38,90216.19,11,0,0,0,1,0,303,1,7,410041.99,452301.98395682505,2,2,2,820083.98,5854.4262349,2927.21311745,0.0360557662518027,0.4,0.7,0.0365706899625601
4826117418,2132323062,0,-3649.454940873889,-0.33,9,0.29,6458581.12,10,0,0,0,2,1,17,1,11,6458581.12,0.0,1,1,1,6458581.12,0.0,0.0,0.0359034329214127,0.3,0.7,0.0363537328080464
4843132064,4694813377,0,-1021.8293331297222,0.14,17,0.45,379302.01,9,0,0,0,1,0,34,1,6,372156.51,510809.001106464,5,5,5,1860782.55,96222.99388681668,41697.04486446667,0.0356240099760709,0.3,0.4,0.0358882685747177
4077739922,9841121065,0,-1377.9797343855555,-0.25,18,0.2,500.0,13,0,1,0,1,0,324,1,4,37009.32,55376.220802896976,3,3,3,111027.96,152430.66000101666,73908.99482924999,0.0363496395828959,0.4,0.5,0.0360175832946962
7994924400,7288666088,0,2998.8568104377778,0.57,18,0.77,817866.57,9,1,1,0,2,1,16,1,4,1002313.18,165017.84986118408,3,3,3,3006939.54,201389.60862626665,102090.50826354446,0.0358108712344312,0.3,0.4,0.0357964280752666
8849892556,9029320298,0,-2236.9810921672224,-1.48,14,0.5,149242.36,15,0,1,0,1,0,3,1,10,149242.36,0.0,1,1,1,149242.36,0.0,0.0,0.0358180917707005,0.6,0.7,0.0359768564840997
9422911226,5536967081,0,-2110.1430210008334,0.5,8,0.05,433404.28,16,0,0,0,2,1,18,1,6,376899.655,79909.60701180584,2,2,2,753799.31,92387.77052333333,46193.88526166666,0.0356759245051404,0.8,0.7,0.0360420319719445
9663445465,8745912301,0,1597.0035880341666,0.75,15,0.74,125366.86,16,0,1,0,1,0,46,1,6,502167.225,741126.8793382293,6,6,6,3013003.35,32418.10717906667,57401.41251518056,0.0363790411891069,0.3,0.7,0.0360340749125633
8539357924,4969317778,0,2221.914849631389,0.95,1,0.24,1763166.92,15,0,0,0,1,0,37,1,7,2233261.77,1817973.9514338423,6,6,6,13399570.62,121220.04097788334,51367.00333112222,0.0356651849136153,0.8,0.7,0.0360690752536088
9797434797,4794340695,0,-2575.18852946,1.46,18,0.57,5195664.23,20,0,0,0,1,0,3,1,8,5195664.23,0.0,1,1,1,5195664.23,0.0,0.0,0.0357037546687635,0.3,0.7,0.0360222260880243
8616813361,2354176697,0,-3416.835643131111,0.27,12,0.97,895956.53,5,0,0,0,1,0,22,1,4,742734.6950000001,216688.39710869256,2,2,2,1485469.39,215145.3374735333,107572.66873676666,0.0360009978229317,0.4,0.4,0.0360614464331348
9437629787,8423508669,0,-3105.9164875580555,0.43,9,0.29,4791.34,15,1,1,0,1,0,26,1,6,666061.735,935177.5610048136,2,2,2,1332123.47,43350.42084418333,21675.210422091663,0.0347791175589972,0.6,0.4,0.0359354185538445
4715386352,8496069720,0,-45.94264102972223,-0.05,15,0.49,1000.0,14,0,1,0,2,1,299,1,8,176328.04166666666,255625.12339702377,6,6,6,1057968.25,13827.92487155,50692.179222808336,0.0363973786464072,0.6,0.4,0.0361724642793291
7608067422,2111878698,0,-4052.999854283889,0.61,20,1.0,13970.33,12,0,0,0,1,0,19,1,8,24763.92,15264.441364694616,2,2,2,49527.84,98997.57384643333,49498.78692321666,0.0351763184566455,0.4,0.4,0.0355386138882483
1272951855,6670940039,0,-1241.2834446069446,0.39,3,0.28,1042924.13,19,0,0,0,2,1,25,1,7,1042924.13,0.0,1,1,1,1042924.13,0.0,0.0,0.0360426434764386,0.3,0.7,0.0364765743738848
6045496504,8067942150,1,-4389.175983427778,1.12,2,0.32,82310.73,15,0,1,0,1,0,286,1,7,315360.924,527480.6369400808,5,5,5,1576804.62,42092.13565346667,26646.97273285,0.0351222061881441,0.8,0.4,0.0357068885476556
3990416660,2122003174,0,985.2126298811112,1.2,8,0.39,2853.89,0,0,0,0,1,0,325,1,6,110478.63833333332,223097.14391411285,6,6,6,662871.83,67200.10779286666,73565.24175236667,0.0366287698670009,0.3,0.5,0.0364089384396341
9709430184,2124964351,0,-1736.0084113252778,1.89,11,0.49,20317.5,16,0,0,0,1,0,24,1,4,488522.2333333333,812535.1352452663,3,3,3,1465566.7,47755.96766673333,19376.330630477776,0.0369116843099249,0.6,0.4,0.0358747910777294
2441654775,6183348669,0,-3196.8952011961114,-1.94,2,0.67,49034.31,14,0,0,0,1,0,5,1,5,374997.005,460980.8640966846,2,2,2,749994.01,78989.81174993333,39494.905874966666,0.0351916797678074,0.3,0.4,0.036123896006966
7360974013,5699056033,0,833.9418419597222,0.14,16,0.01,123359.29,14,0,0,0,1,0,37,1,7,1192272.695,1336777.4011728307,6,6,6,7153636.17,30149.96051758333,31247.143255905557,0.0367524973461444,0.3,0.4,0.0358534927199592
6434979262,1321013805,0,1069.9519448644444,-0.28,3,1.0,1238375.49,15,0,1,0,2,1,299,1,10,2178143.16,2320772.221170521,3,3,3,6534429.48,85481.47049166667,30033.127786177774,0.0360291527739892,0.8,0.7,0.0362296063711169
5567045204,4175524409,0,5188.438698558055,-0.84,8,0.8,38097.97,11,0,1,0,2,1,7,1,8,213238.79142857145,454420.2087818575,7,7,7,1492671.54,27376.531040133334,46637.79836859286,0.0366134457762827,0.4,0.4,0.0362639787530834
7706116664,8547096750,0,-526.0990375294444,-0.26,9,0.98,291283.57,10,0,1,0,1,0,7,1,6,3083269.6025,2630665.7721950714,4,4,4,12333078.41,45955.31563896666,44542.133705233326,0.0360072104551599,0.8,0.7,0.0358829819819335
1832081708,5512050651,0,-543.7224463966667,-0.64,5,0.19,2939.7,15,1,0,0,1,0,6,1,4,56843.96,76232.13556168553,2,2,2,113687.92,55450.26840315,27725.134201575,0.0384375,0.4,0.5,0.0352905516584394
7955010478,6725545999,0,-208.00802440444443,0.97,1,0.66,251089.94,9,1,0,0,3,1,47,1,6,275822.27,332064.91134955414,4,4,4,1103289.08,5572.03394495,35599.2008348,0.0356790133702932,0.4,0.5,0.0360411308398665
6546282756,6955336267,0,4749.911470603333,0.17,5,0.59,451959.12,11,0,1,0,1,0,10,1,9,784642.9966666667,693503.3757444799,6,6,6,4707857.98,199187.0711838333,48253.83867706111,0.0355786919253199,0.8,0.4,0.0363830821584832
5002543156,9077041546,1,-2319.8493299591664,-0.05,16,0.26,23781.33,15,1,0,0,1,0,19,1,10,23781.33,0.0,1,1,1,23781.33,0.0,0.0,0.0352690265233385,0.6,0.7,0.0360137401276641
6008934544,7616567986,0,-3823.82976386,-2.42,17,0.21,29867.5,14,1,0,0,2,1,16,1,7,29867.5,0.0,1,1,1,29867.5,0.0,0.0,0.0361274790058407,0.3,0.4,0.0360514804602347
9028213578,8299482219,0,-412.387592025,-0.14,9,0.14,80737.56,16,0,0,0,2,1,312,1,4,80737.56,0.0,1,1,1,80737.56,0.0,0.0,0.0359208065521614,0.8,0.7,0.0360302889899118
3954576412,6027813550,0,-2243.8935071325,-1.3,6,0.38,685843.33,15,0,0,0,2,1,7,1,6,2454365.9875,2908491.0471937014,4,4,4,9817463.95,255180.55945185,68790.3515384625,0.0360868421821582,0.3,0.7,0.0352613409242323
1123896165,5775779574,0,821.4353361269444,-1.34,13,0.75,206039.96,5,0,1,0,2,1,1,0,7,103269.98,145338.69952081173,2,2,2,206539.96,40901.470167616666,20450.735083808333,0.0363404156507604,0.8,0.5,0.0329975178858227
7361850981,6384746412,0,5891.2536244180565,0.76,5,0.29,2020129.64,15,0,0,0,2,1,293,1,9,838193.862,826996.9640795551,5,5,5,4190969.31,206145.71439378333,69578.51439404667,0.0352797226565155,0.3,0.4,0.0360011985323632
4730036681,3039430678,0,-6944.895608152779,-0.88,7,0.82,90431.41,11,0,0,0,2,1,315,1,6,90431.41,0.0,1,1,1,90431.41,0.0,0.0,0.035677502227674,0.8,0.5,0.0361352928630978
2872369979,1848100673,0,-2066.334091804722,-1.05,2,0.33,4512301.24,9,0,0,0,1,0,317,1,6,4512301.24,0.0,1,1,1,4512301.24,0.0,0.0,0.0363256689155078,0.8,0.7,0.0356336573046605
3560554169,1134142511,0,-2614.8162062527776,-0.44,19,0.68,1106323.96,11,0,0,0,1,0,25,1,8,637997.505,662313.624279113,2,2,2,1275995.01,132979.75744875,66489.878724375,0.0363174111427272,0.3,0.7,0.0364619924125333
3045022539,5787638813,0,-316.6723460044445,-0.88,14,0.78,27198.96,13,0,0,0,3,1,294,1,5,195523.26,238046.5079369576,2,2,2,391046.52,31898.42582805,15949.212914025,0.036200050688519,0.4,0.5,0.0364110488700019
